pack,scenario,accuracy
baseline_six,cross_family_0.00,0.750179985601152
baseline_six,cross_family_0.15,0.7650158061116965
baseline_six,cross_family_0.30,0.7451657458563536
baseline_six,cross_family_0.45,0.7501818181818182
baseline_six,cross_family_0.60,0.7490082942661378
baseline_six,current,0.7403915881073242
baseline_six,delayed_uniform_0.00,0.7484008528784648
baseline_six,delayed_uniform_0.15,0.7392996108949417
baseline_six,delayed_uniform_0.30,0.7216382747372236
baseline_six,delayed_uniform_0.45,0.7195477753464624
baseline_six,delayed_uniform_0.60,0.7176931292274831
baseline_six,gaussian_mix_0.00,0.7479760647659275
baseline_six,gaussian_mix_0.15,0.7500889996440014
baseline_six,gaussian_mix_0.30,0.7413549752999294
baseline_six,gaussian_mix_0.45,0.7298358315488936
baseline_six,gaussian_mix_0.60,0.6191322901849218
baseline_six,permute_mix_0.00,0.7419471588852696
baseline_six,permute_mix_0.15,0.746413199426112
baseline_six,permute_mix_0.30,0.7375730994152047
baseline_six,permute_mix_0.45,0.5474532795895932
baseline_six,permute_mix_0.60,0.5095220984549048
baseline_six,uniform_mix_0.00,0.759915014164306
baseline_six,uniform_mix_0.15,0.7252906976744186
baseline_six,uniform_mix_0.30,0.7273052180128663
baseline_six,uniform_mix_0.45,0.7448028673835125
baseline_six,uniform_mix_0.60,0.7217298830202056
order_relation_only,cross_family_0.00,0.8239740820734341
order_relation_only,cross_family_0.15,0.845100105374078
order_relation_only,cross_family_0.30,0.7451657458563536
order_relation_only,cross_family_0.45,0.7494545454545455
order_relation_only,cross_family_0.60,0.7482870537324198
order_relation_only,current,0.807831762146483
order_relation_only,delayed_uniform_0.00,0.8237384506041222
order_relation_only,delayed_uniform_0.15,0.7828086310576583
order_relation_only,delayed_uniform_0.30,0.814787966654585
order_relation_only,delayed_uniform_0.45,0.8034281546316557
order_relation_only,delayed_uniform_0.60,0.813812744749021
order_relation_only,gaussian_mix_0.00,0.8204857444561774
order_relation_only,gaussian_mix_0.15,0.7451050195799217
order_relation_only,gaussian_mix_0.30,0.7635850388143967
order_relation_only,gaussian_mix_0.45,0.7862241256245539
order_relation_only,gaussian_mix_0.60,0.8033428165007113
order_relation_only,permute_mix_0.00,0.8172276511038726
order_relation_only,permute_mix_0.15,0.607245337159254
order_relation_only,permute_mix_0.30,0.6337719298245614
order_relation_only,permute_mix_0.45,0.6753389519970685
order_relation_only,permute_mix_0.60,0.6809198706431908
order_relation_only,uniform_mix_0.00,0.8321529745042493
order_relation_only,uniform_mix_0.15,0.8481104651162791
order_relation_only,uniform_mix_0.30,0.8588277340957827
order_relation_only,uniform_mix_0.45,0.8243727598566308
order_relation_only,uniform_mix_0.60,0.8305565402339596
baseline_plus_order_relation,cross_family_0.00,0.8660907127429806
baseline_plus_order_relation,cross_family_0.15,0.8545837723919916
baseline_plus_order_relation,cross_family_0.30,0.7900552486187845
baseline_plus_order_relation,cross_family_0.45,0.7727272727272727
baseline_plus_order_relation,cross_family_0.60,0.49477100613054453
baseline_plus_order_relation,current,0.8604060913705583
baseline_plus_order_relation,delayed_uniform_0.00,0.8695806680881307
baseline_plus_order_relation,delayed_uniform_0.15,0.8514326140785284
baseline_plus_order_relation,delayed_uniform_0.30,0.8528452337803551
baseline_plus_order_relation,delayed_uniform_0.45,0.838439095550693
baseline_plus_order_relation,delayed_uniform_0.60,0.8398006407974368
baseline_plus_order_relation,gaussian_mix_0.00,0.8729320661738824
baseline_plus_order_relation,gaussian_mix_0.15,0.8369526521893912
baseline_plus_order_relation,gaussian_mix_0.30,0.8433309809456598
baseline_plus_order_relation,gaussian_mix_0.45,0.841541755888651
baseline_plus_order_relation,gaussian_mix_0.60,0.8357041251778093
baseline_plus_order_relation,permute_mix_0.00,0.8563155989866088
baseline_plus_order_relation,permute_mix_0.15,0.8246054519368723
baseline_plus_order_relation,permute_mix_0.30,0.8307748538011696
baseline_plus_order_relation,permute_mix_0.45,0.8237449615243679
baseline_plus_order_relation,permute_mix_0.60,0.7333812432626662
baseline_plus_order_relation,uniform_mix_0.00,0.8721671388101983
baseline_plus_order_relation,uniform_mix_0.15,0.8506540697674418
baseline_plus_order_relation,uniform_mix_0.30,0.8634739099356683
baseline_plus_order_relation,uniform_mix_0.45,0.8566308243727598
baseline_plus_order_relation,uniform_mix_0.60,0.8610421836228288
